,,,,,Lane L1,,,,Lane L2,,,,Lane L3,,,,Lane L4,,,,Lane R1,,,,Lane R2,,,,Lane R3,,,,Lane R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH Number,Start Chainage ,End Chainage ,Length,Structure Details,Start,,End,,Start,,End,,Start,,End,,Start,,End,,Start,,End,,Start,,End,,Start,,End,,Start,,End,,Remark,Limitation of BI as per MoRT&H Circular (in mm/km),L1 Lane Roughness BI (in mm/km),L2 Lane Roughness BI (in mm/km),L3 Lane Roughness BI (in mm/km),L4 Lane Roughness BI (in mm/km),R1 Lane Roughness BI (in mm/km),R2 Lane Roughness BI (in mm/km),R3 Lane Roughness BI (in mm/km),R4 Lane Roughness BI (in mm/km),Limitation of Rut Depth as per Concession Agreement (in mm),L1 Rut Depth (in mm),L2 Rut Depth (in mm),L3 Rut Depth (in mm),L4 Rut Depth (in mm),R1 Rut Depth (in mm),R2 Rut Depth (in mm),R3 Rut Depth (in mm),R4 Rut Depth (in mm),Limitation of Cracking as per Concession Agreement (in % area),L1 Crack Area (in % area),L2 Crack Area (in % area),L3 Crack Area (in % area),L4 Crack Area (in % area),R1 Crack Area (in % area),R2 Crack Area (in % area),R3 Crack Area (in % area),R4 Crack Area (in % area),Limitation of Ravelling as per Concession Agreement (in % area),L1 Area (% area),L2 Area (% area),L3 Area (% area),L4 Area (% area),R1 Area (% area),R2 Area (% area),R3 Area (% area),R4 Area (% area)
,,,,,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH148N,247310,247400,90,,26.36114,76.25048,26.36034,76.25034,26.36111,76.25052,26.36031,76.25038,26.36114,76.25056,26.36034,76.25042,26.36115,76.25061,26.36035,76.25047,26.36011,76.25005,26.36091,76.25019,26.35999,76.24998,26.36079,76.25013,26.35978,76.24992,26.36058,76.25006,26.36007,76.24993,26.36088,76.25007,,2400,1727,1853,1758,3001,1285,2736,1877,2579,5,2.90,3.80,3.10,4.80,4.10,3.20,3.30,3.20,5,0.048,0.004,0.006,0.004,0.000,0.000,0.000,0.000,1,0.000,0.011,0.008,0.000,0.013,0.000,0.000,0.000
NH148N,247400,247500,100,,26.36034,76.25034,26.35945,76.25018,26.36031,76.25038,26.35942,76.25022,26.36034,76.25042,26.35945,76.25026,26.36035,76.25047,26.35946,76.25031,26.35922,76.24989,26.36011,76.25005,26.35910,76.24982,26.35999,76.24998,26.35889,76.24975,26.35978,76.24992,26.35918,76.24976,26.36007,76.24993,,2400,1316,1270,1377,1462,1578,2918,1766,3591,5,3.30,4.60,3.30,4.10,3.70,3.00,3.20,3.60,5,0.008,0.003,0.000,0.000,0.001,0.000,0.000,0.000,1,0.000,0.000,0.003,0.113,0.013,0.000,0.000,0.000
NH148N,247500,247600,100,,26.35945,76.25018,26.35857,76.25001,26.35942,76.25022,26.35853,76.25006,26.35945,76.25026,26.35857,76.25009,26.35946,76.25031,26.35857,76.25014,26.35833,76.24972,26.35922,76.24989,26.35821,76.24966,26.35910,76.24982,26.358,76.24959,26.35889,76.24975,26.35829,76.24960,26.35918,76.24976,,2400,1074,1262,1089,1362,1202,2835,1570,2383,5,3.10,4.40,3.10,4.10,4.00,3.20,3.10,3.80,5,0.007,0.001,0.001,0.002,0.486,0.001,0.000,0.000,1,0.000,0.000,0.321,0.000,0.058,0.008,0.020,0.000
NH148N,247600,247700,100,,26.35857,76.25001,26.35768,76.24985,26.35853,76.25006,26.35764,76.24989,26.35857,76.25009,26.35768,76.24993,26.35857,76.25014,26.35768,76.24998,26.35744,76.24956,26.35833,76.24972,26.35732,76.24950,26.35821,76.24966,26.35711,76.24943,26.35800,76.24959,26.35740,76.24944,26.35829,76.24960,,2400,831,867,1156,1240,940,2124,940,1156,5,2.80,4.60,3.00,4.50,4.60,3.40,3.10,4.10,5,0.004,0.003,0.001,0.002,0.001,0.001,0.000,0.000,1,0.000,0.009,0.064,0.000,0.006,0.000,0.000,0.000
NH148N,247700,247800,100,,26.35768,76.24985,26.35679,76.24969,26.35764,76.24989,26.35676,76.24973,26.35768,76.24993,26.35679,76.24977,26.35768,76.24998,26.35679,76.24982,26.35655,76.24940,26.35744,76.24956,26.35643,76.24933,26.35732,76.24950,26.35622,76.24926,26.35711,76.24943,26.35651,76.24928,26.35740,76.24944,,2400,1059,1052,1308,1240,1037,2148,1415,1369,5,2.80,4.90,3.20,5.00,3.80,3.30,3.10,3.20,5,0.049,0.012,0.002,0.004,0.030,0.003,0.003,2.001,1,0.000,0.018,0.000,0.000,0.008,0.013,0.087,0.000
NH148N,247800,247900,100,Culvert,26.35679,76.24969,26.35590,76.24953,26.35676,76.24973,26.35587,76.24957,26.35679,76.24977,26.35590,76.24961,26.35679,76.24982,26.35591,76.24966,26.35566,76.24924,26.35655,76.24940,26.35554,76.24917,26.35643,76.24933,26.35533,76.24910,26.35622,76.24926,26.35562,76.24911,26.35651,76.24928,,2400,1096,1134,1089,1255,1524,2579,1853,2189,5,3.70,4.50,3.30,4.50,4.40,3.20,3.00,3.30,5,0.029,0.016,0.010,0.002,0.010,0.003,0.001,0.000,1,0.005,0.038,0.053,0.025,0.044,0.000,0.006,0.007
NH148N,247900,248000,100,,26.35590,76.24953,26.35501,76.24937,26.35587,76.24957,26.35498,76.24941,26.35590,76.24961,26.35501,76.24944,26.35591,76.24966,26.35502,76.24949,26.35477,76.24908,26.35566,76.24924,26.35465,76.24901,26.35554,76.24917,26.35444,76.24894,26.35533,76.24910,26.35473,76.24896,26.35562,76.24911,,2400,1081,845,1270,1331,867,2719,1734,1469,5,3.30,4.90,3.00,4.00,4.20,3.30,2.90,3.40,5,0.010,0.001,0.000,0.011,0.000,0.000,0.000,0.000,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007
NH148N,248000,248100,100,,26.35501,76.24937,26.35412,76.24921,26.35498,76.24941,26.35409,76.24924,26.35501,76.24944,26.35412,76.24928,26.35502,76.24949,26.35413,76.24933,26.35387,76.24891,26.35477,76.24908,26.35376,76.24885,26.35465,76.24901,26.35355,76.24878,26.35444,76.24894,26.35384,76.24879,26.35473,76.24896,,2400,977,970,1104,1081,933,2383,1797,1089,5,3.50,4.90,2.90,4.00,3.50,3.10,3.10,3.80,5,0.015,0.013,0.000,0.005,0.000,0.000,0.000,0.000,1,0.000,0.000,0.001,0.000,0.004,0.000,0.000,0.005
NH148N,248100,248200,100,,26.35412,76.24921,26.35323,76.24905,26.35409,76.24924,26.35320,76.24908,26.35412,76.24928,26.35323,76.24912,26.35413,76.24933,26.35324,76.24917,26.35298,76.24875,26.35387,76.24891,26.35287,76.24869,26.35376,76.24885,26.35266,76.24862,26.35355,76.24878,26.35295,76.24863,26.35384,76.24879,,2400,1000,1066,1066,1141,896,2342,1562,1179,5,3.40,5.10,3.40,3.60,3.10,3.00,3.30,3.40,5,0.002,0.006,0.004,0.012,0.000,0.000,0.000,0.000,1,0.000,0.000,0.031,0.000,0.048,0.000,0.007,0.015
NH148N,248200,248300,100,SVUP,26.35323,76.24905,26.35235,76.24889,26.35320,76.24908,26.35230,76.24892,26.35323,76.24912,26.35234,76.24896,26.35324,76.24917,26.35235,76.24901,26.35209,76.24859,26.35298,76.24875,26.35198,76.24852,26.35287,76.24869,26.35177,76.24846,26.35266,76.24862,26.35206,76.24847,26.35295,76.24863,,2400,1044,1059,1648,1278,1081,2538,1516,1609,5,3.00,4.50,3.70,4.30,2.80,3.00,3.10,3.10,5,0.003,0.002,0.002,0.000,0.000,0.000,0.000,0.000,1,0.000,0.011,0.080,0.000,0.008,0.000,0.000,0.000
NH148N,248300,248400,100,,26.35235,76.24889,26.35146,76.24872,26.35230,76.24892,26.35141,76.24876,26.35234,76.24896,26.35145,76.24880,26.35235,76.24901,26.35146,76.24885,26.35120,76.24843,26.35209,76.24859,26.35109,76.24836,26.35198,76.24852,26.35088,76.24829,26.35177,76.24846,26.35117,76.24831,26.35206,76.24847,,2400,985,977,1156,1711,816,2068,1052,1179,5,3.00,4.40,2.00,3.60,3.20,3.10,2.90,3.10,5,0.004,0.002,0.009,0.001,0.000,0.001,0.000,0.001,1,0.000,0.000,0.007,0.042,0.014,0.000,0.449,0.000
NH148N,248400,248500,100,Culvert,26.35146,76.24872,26.35057,76.24856,26.35141,76.24876,26.35052,76.24860,26.35145,76.24880,26.35056,76.24863,26.35146,76.24885,26.35057,76.24868,26.35031,76.24826,26.35120,76.24843,26.35020,76.24820,26.35109,76.24836,26.34999,76.24813,26.35088,76.24829,26.35028,76.24814,26.35117,76.24831,,2400,904,1081,1187,1096,852,2245,1111,1164,5,3.30,4.60,2.10,4.10,4.00,3.20,2.90,3.00,5,0.006,0.008,0.021,0.002,0.000,0.000,0.000,0.002,1,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000
NH148N,248500,248600,100,,26.35057,76.24856,26.34968,76.24840,26.35052,76.24860,26.34963,76.24843,26.35056,76.24863,26.34967,76.24847,26.35057,76.24868,26.34968,76.24852,26.34942,76.24810,26.35031,76.24826,26.34931,76.24804,26.35020,76.24820,26.34910,76.24797,26.34999,76.24813,26.34939,76.24798,26.35028,76.24814,,2400,744,644,1293,1149,911,2164,1462,1369,5,3.60,5.10,2.10,4.10,3.10,3.10,3.20,3.10,5,0.006,0.004,0.011,0.002,0.000,0.000,0.000,0.000,1,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000
NH148N,248600,248700,100,,26.34968,76.24840,26.34879,76.24824,26.34963,76.24843,26.34874,76.24827,26.34967,76.24847,26.34878,76.24831,26.34968,76.24852,26.34879,76.24836,26.34853,76.24794,26.34942,76.24810,26.34843,76.24788,26.34931,76.24804,26.34822,76.24781,26.34910,76.24797,26.34850,76.24782,26.34939,76.24798,,2400,794,737,1052,1014,816,1948,1285,985,5,3.90,4.50,2.00,4.30,3.00,3.00,2.80,3.10,5,0.006,0.001,0.006,0.003,0.000,0.000,0.000,0.001,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NH148N,248700,248800,100,,26.34879,76.24824,26.34790,76.24807,26.34874,76.24827,26.34785,76.24811,26.34878,76.24831,26.34789,76.24815,26.34879,76.24836,26.34790,76.24820,26.34764,76.24778,26.34853,76.24794,26.34754,76.24772,26.34843,76.24788,26.34733,76.24765,26.34822,76.24781,26.34761,76.24766,26.34850,76.24782,,2400,992,852,1081,1331,1022,2464,1377,1377,5,3.60,4.60,1.80,5.40,2.90,3.20,3.20,3.00,5,0.001,0.000,0.007,0.007,0.000,0.000,0.000,0.000,1,0.000,0.037,0.000,0.000,0.016,0.000,0.000,0.000
NH148N,248800,248900,100,,26.34790,76.24807,26.34701,76.24791,26.34785,76.24811,26.34696,76.24795,26.34789,76.24815,26.34700,76.24799,26.34790,76.24820,26.34701,76.24803,26.34675,76.24761,26.34764,76.24778,26.34665,76.24756,26.34754,76.24772,26.34644,76.24748,26.34733,76.24765,26.34672,76.24749,26.34761,76.24766,,2400,911,845,1156,1022,1255,2514,1331,1562,5,2.90,3.70,2.80,5.50,3.20,3.00,3.20,3.60,5,0.005,0.005,0.004,0.003,0.003,0.000,0.000,0.000,1,0.000,0.021,0.112,0.000,0.000,0.000,0.000,0.014
NH148N,248900,249000,100,SVUP,26.34701,76.24791,26.34612,76.24775,26.34696,76.24795,26.34607,76.24779,26.34700,76.24799,26.34611,76.24782,26.34701,76.24803,26.34612,76.24787,26.34586,76.24745,26.34675,76.24761,26.34576,76.24739,26.34665,76.24756,26.34555,76.24732,26.34644,76.24748,26.34583,76.24733,26.34672,76.24749,,2400,1014,896,1096,1454,860,2148,1415,1516,5,2.70,4.90,3.50,4.90,2.80,2.90,3.10,3.00,5,0.003,0.009,0.001,0.000,0.000,0.000,0.000,0.000,1,0.000,0.018,0.014,0.118,0.226,0.007,0.005,0.000
NH148N,249000,249100,100,,26.34612,76.24775,26.34523,76.24759,26.34607,76.24779,26.34518,76.24762,26.34611,76.24782,26.34522,76.24766,26.34612,76.24787,26.34523,76.24771,26.34498,76.24729,26.34586,76.24745,26.34487,76.24723,26.34576,76.24739,26.34466,76.24716,26.34555,76.24732,26.34494,76.24717,26.34583,76.24733,,2400,882,867,787,1052,977,2269,1059,1711,5,3.30,4.90,2.80,5.30,2.90,3.40,3.10,3.20,5,0.009,0.009,0.002,0.000,0.000,0.000,0.001,0.000,1,0.000,0.065,0.005,0.077,0.180,0.000,0.000,0.015
NH148N,249100,249200,100,,26.34523,76.24759,26.34434,76.24743,26.34518,76.24762,26.34429,76.24746,26.34522,76.24766,26.34433,76.24750,26.34523,76.24771,26.34434,76.24755,26.34409,76.24713,26.34498,76.24729,26.34398,76.24706,26.34487,76.24723,26.34377,76.24700,26.34466,76.24716,26.34405,76.24701,26.34494,76.24717,,2400,665,802,852,1052,845,2391,1508,1477,5,3.80,5.00,3.00,5.00,3.00,3.50,3.50,3.30,5,0.005,0.004,0.000,0.002,0.000,0.000,0.000,0.000,1,0.000,0.000,0.006,0.000,0.000,0.000,0.021,0.031
NH148N,249200,249300,100,,26.34434,76.24743,26.34345,76.24726,26.34429,76.24746,26.34340,76.24730,26.34433,76.24750,26.34344,76.24734,26.34434,76.24755,26.34346,76.24739,26.34320,76.24697,26.34409,76.24713,26.34309,76.24690,26.34398,76.24706,26.34288,76.24684,26.34377,76.24700,26.34316,76.24684,26.34405,76.24701,,2400,867,787,1022,1014,940,2432,1172,1369,5,4.00,4.90,3.10,4.60,3.10,3.00,3.00,3.20,5,0.009,0.009,0.001,0.006,0.000,0.000,0.000,0.001,1,0.000,0.012,0.168,0.008,0.000,0.007,0.000,0.000
NH148N,249300,249400,100,,26.34345,76.24726,26.34257,76.24710,26.34340,76.24730,26.34251,76.24713,26.34344,76.24734,26.34255,76.24717,26.34346,76.24739,26.34257,76.24722,26.34231,76.24680,26.34320,76.24697,26.34220,76.24674,26.34309,76.24690,26.34199,76.24667,26.34288,76.24684,26.34227,76.24668,26.34316,76.24684,,2400,831,882,1014,845,809,2951,1308,1255,5,3.80,4.90,3.10,5.10,3.90,3.30,3.10,3.00,5,0.006,0.008,0.000,0.001,0.001,0.000,0.000,0.002,1,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000
NH148N,249400,249500,100,Culvert,26.34257,76.24710,26.34168,76.24694,26.34251,76.24713,26.34162,76.24697,26.34255,76.24717,26.34166,76.24701,26.34257,76.24722,26.34168,76.24706,26.34142,76.24664,26.34231,76.24680,26.34131,76.24658,26.34220,76.24674,26.34110,76.24651,26.34199,76.24667,26.34138,76.24652,26.34227,76.24668,,2400,867,963,1104,992,955,1861,1339,1400,5,3.20,4.10,2.80,4.60,4.20,3.50,3.60,3.90,5,0.006,0.003,0.000,0.001,0.000,0.000,0.000,0.001,1,0.000,0.000,0.000,0.000,0.004,0.000,0.023,0.005
NH148N,249500,249600,100,,26.34168,76.24694,26.34079,76.24678,26.34162,76.24697,26.34073,76.24681,26.34166,76.24701,26.34077,76.24685,26.34168,76.24706,26.34079,76.24690,26.34053,76.24648,26.34142,76.24664,26.34042,76.24642,26.34131,76.24658,26.34022,76.24635,26.34110,76.24651,26.34049,76.24636,26.34138,76.24652,,2400,889,852,963,1066,926,2012,1924,1570,5,3.10,4.80,3.20,3.70,3.90,3.70,3.20,3.30,5,0.018,0.016,0.002,0.000,0.001,0.000,0.000,0.001,1,0.004,0.039,0.012,0.000,0.000,0.000,0.005,0.005
NH148N,249600,249700,100,SVUP,26.34079,76.24678,26.33990,76.24661,26.34073,76.24681,26.33984,76.24665,26.34077,76.24685,26.33988,76.24669,26.34079,76.24690,26.33990,76.24674,26.33964,76.24632,26.34053,76.24648,26.33953,76.24626,26.34042,76.24642,26.33933,76.24619,26.34022,76.24635,26.33960,76.24619,26.34049,76.24636,,2400,1719,1431,2084,1679,1664,2148,1766,1797,5,2.90,4.20,2.80,3.60,4.30,4.50,3.00,3.50,5,0.022,0.009,0.001,0.003,0.001,0.000,0.001,0.002,1,0.000,0.034,0.025,0.051,0.014,0.013,0.000,0.000
NH148N,249700,249800,100,Culvert,26.33990,76.24661,26.33901,76.24645,26.33984,76.24665,26.33895,76.24649,26.33988,76.24669,26.33899,76.24653,26.33990,76.24674,26.33901,76.24658,26.33875,76.24616,26.33964,76.24632,26.33864,76.24609,26.33953,76.24626,26.33844,76.24603,26.33933,76.24619,26.33871,76.24604,26.33960,76.24619,,2400,1601,1648,1916,1774,1074,2901,1346,1695,5,3.10,4.10,2.20,3.60,4.60,4.10,3.00,3.30,5,0.013,0.027,0.007,0.006,0.000,0.000,0.000,0.001,1,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.009
NH148N,249800,249900,100,Minor Bridge,26.33901,76.24645,26.33812,76.24629,26.33895,76.24649,26.33806,76.24632,26.33899,76.24653,26.33810,76.24636,26.33901,76.24658,26.33812,76.24642,26.33786,76.24599,26.33875,76.24616,26.33775,76.24593,26.33864,76.24609,26.33755,76.24586,26.33844,76.24603,26.33782,76.24587,26.33871,76.24604,,2400,1293,1232,1270,1924,1126,2416,1797,2060,5,3.70,4.50,1.90,4.70,4.50,3.40,3.10,3.60,5,0.010,0.003,0.015,0.001,0.014,0.000,0.001,0.000,1,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.000
NH148N,249900,250000,100,,26.33812,76.24629,26.33723,76.24613,26.33806,76.24632,26.33717,76.24616,26.33810,76.24636,26.33721,76.24620,26.33812,76.24642,26.33723,76.24625,26.33697,76.24583,26.33786,76.24599,26.33686,76.24577,26.33775,76.24593,26.33666,76.24570,26.33755,76.24586,26.33693,76.24571,26.33782,76.24587,,2400,1578,1892,1988,1908,1270,2375,1187,1524,5,3.70,5.00,2.30,4.00,4.00,3.50,3.00,3.50,5,0.029,0.002,0.008,0.000,0.007,0.001,0.000,0.009,1,0.000,0.000,0.411,0.061,0.000,0.000,0.000,0.000
NH148N,250000,250100,100,,26.33723,76.24613,26.33634,76.24597,26.33717,76.24616,26.33628,76.24600,26.33721,76.24620,26.33632,76.24604,26.33723,76.24625,26.33634,76.24609,26.33608,76.24567,26.33697,76.24583,26.33597,76.24561,26.33686,76.24577,26.33577,76.24554,26.33666,76.24570,26.33604,76.24555,26.33693,76.24571,,2400,1172,940,860,1066,911,2148,1247,1202,5,3.50,4.90,3.30,4.60,4.10,3.80,3.00,3.70,5,0.006,0.010,0.001,0.004,0.001,0.000,0.000,0.000,1,0.000,0.000,0.111,0.000,0.005,0.000,0.000,0.000
NH148N,250100,250200,100,,26.33634,76.24597,26.33545,76.24580,26.33628,76.24600,26.33539,76.24584,26.33632,76.24604,26.33543,76.24588,26.33634,76.24609,26.33546,76.24593,26.33519,76.24551,26.33608,76.24567,26.33508,76.24544,26.33597,76.24561,26.33488,76.24538,26.33577,76.24554,26.33515,76.24539,26.33604,76.24555,,2400,1066,1104,1096,1408,1066,2407,1224,1059,5,3.20,4.70,3.60,4.60,3.70,3.40,3.00,3.30,5,0.011,0.007,0.001,0.028,0.001,0.001,0.000,0.009,1,0.000,0.000,0.000,0.000,0.000,0.007,0.125,0.000
NH148N,250200,250300,100,,26.33545,76.24580,26.33456,76.24564,26.33539,76.24584,26.33450,76.24568,26.33543,76.24588,26.33454,76.24571,26.33546,76.24593,26.33457,76.24577,26.33430,76.24534,26.33519,76.24551,26.33419,76.24529,26.33508,76.24544,26.33399,76.24521,26.33488,76.24538,26.33426,76.24522,26.33515,76.24539,,2400,1172,1029,1066,1247,1134,2383,1805,1232,5,3.40,3.60,3.10,3.80,3.50,3.20,3.10,3.90,5,0.016,0.003,0.002,0.005,0.000,0.000,0.000,0.010,1,0.000,0.000,0.000,0.000,0.003,0.032,0.312,0.000
NH148N,250300,250400,100,Culvert,26.33456,76.24564,26.33367,76.24548,26.33450,76.24568,26.33361,76.24551,26.33454,76.24571,26.33365,76.24555,26.33457,76.24577,26.33368,76.24561,26.33341,76.24518,26.33430,76.24534,26.33330,76.24512,26.33419,76.24529,26.33310,76.24505,26.33399,76.24521,26.33337,76.24506,26.33426,76.24522,,2400,904,992,985,1104,1640,2084,1149,1555,5,3.00,4.20,3.00,5.00,3.50,3.40,2.90,3.40,5,0.005,0.010,0.003,0.004,0.000,0.000,0.000,0.004,1,0.000,0.000,0.000,0.000,0.129,0.013,0.045,0.000
